Id,Label,Name,Name2,number.links,total.link.strength,citations,degree,n.betweeness
638,"allan j.d., 2007, stream ecology struc, v2nd ed.",,,136,140,2,136,0.000012
864,"anderson mj, 2011, ecol lett, v14, p19, doi 10.1111/j.1461-0248.2010.01552.x",,,135,137,2,135,0.000012
984,"aragones lemnuel v., 2012, p179",,,135,139,2,135,0.000012
3755,"caceres mc, 2000, mammalian species, v634, p1, doi 10.1644/1545-1410(2000)634<0001:ms>2.0.co;2",,,135,139,2,135,0.000012
9593,"guillera-arroita gurutzeta, 2010, endangered species research, v11, p157, doi 10.3354/esr00274",,,135,137,2,135,0.000012
11448,"issaris y, 2012, mar ecol prog ser, v453, p95, doi 10.3354/meps09668",,,135,139,2,135,0.000012
11656,"jarvis a., 2008, hole filled seamless",,,135,136,2,135,0.000012
16050,"menzel jm, 2005, j wildlife manage, v69, p430, doi 10.2193/0022-541x(2005)069&lt;0430:shuaha&gt;2.0.co;2",,,135,139,2,135,0.000012
21866,"sheppard jk, 2006, j exp mar biol ecol, v334, p64, doi 10.1016/j.jembe.2006.01.011",,,135,139,2,135,0.000012
24137,"turner gregory g., 2011, bat research news, v52, p13",,,135,139,2,135,0.000012
8863,"gilliam jf, 2001, ecology, v82, p258, doi 10.1890/0012-9658(2001)082[0258:micebp]2.0.co;2",,,134,138,2,134,0.000012
21024,"sambaraju kr, 2012, ecography, v35, p211, doi 10.1111/j.1600-0587.2011.06847.x",,,133,137,2,133,0.000012
21850,"sheldon ks, 2011, ecol lett, v14, p1191, doi 10.1111/j.1461-0248.2011.01689.x",,,132,133,2,132,0.000012
8164,"frishkof lo, 2017, ecology, v98, p198, doi 10.1002/ecy.1631",,,130,133,2,130,0.000012
8464,"garrard ge, 2008, austral ecol, v33, p986, doi 10.1111/j.1442-9993.2008.01869.x",,,128,133,3,128,0.000012
20617,"roughton cm, 2006, wildlife res, v33, p193, doi 10.1071/wr05045",,,128,131,2,128,0.000012
18031,"owen-smith n, 2014, ecography, v37, p416, doi 10.1111/j.1600-0587.2013.00613.x",,,127,128,2,127,0.000012
22138,"sirami c, 2009, divers distrib, v15, p948, doi 10.1111/j.1472-4642.2009.00612.x",,,127,133,2,127,0.000012
15087,"mantyniemi s, 2005, can j fish aquat sci, v62, p291, doi 10.1139/f04-195",,,125,128,2,125,0.000012
20156,"rivot e, 2008, can j fish aquat sci, v65, p117, doi 10.1139/f07-153",,,125,128,2,125,0.000012
8113,"freeman bg, 2018, p natl acad sci usa, v115, p11982, doi 10.1073/pnas.1804224115",,,124,125,2,124,0.000012
18294,"paruelo j.m., 2005, ciencia hoy, v15, p14",,,124,134,2,124,0.000012
22720,"stanton rl, 2018, agr ecosyst environ, v254, p244, doi 10.1016/j.agee.2017.11.028",,,124,134,2,124,0.000012
10517,"herrmann hl, 2005, biol conserv, v123, p139, doi 10.1016/j.biocon.2004.05.025",,,123,124,2,123,0.000012
5104,"coppedge br, 2001, ecol appl, v11, p47, doi 10.1890/1051-0761(2001)011[0047:artlci]2.0.co;2",,,122,123,2,122,0.000012
16902,"munguira ml, 1992, j appl ecol, v29, p316, doi 10.2307/2404501",,,122,126,2,122,0.000012
5412,"cruz p, 2014, mamm biol, v79, p376, doi 10.1016/j.mambio.2014.06.003",,,120,122,2,120,0.000012
5505,"cushman sa, 2004, oikos, v105, p117, doi 10.1111/j.0030-1299.2004.12524.x",,,120,124,2,120,0.000012
16757,"mortelliti a, 2010, oecologia, v163, p535, doi 10.1007/s00442-010-1623-3",,,120,124,2,120,0.000012
7529,"ferraro pj, 2006, plos biol, v4, p482, doi 10.1371/journal.pbio.0040105",,,118,121,2,118,0.000012
20449,"rondinini c, 2006, ecol lett, v9, p1136, doi 10.1111/j.1461-0248.2006.00970.x",,,117,118,2,117,0.000012
23104,"suarez-rubio m, 2009, biol conserv, v142, p1311, doi 10.1016/j.biocon.2008.12.035",,,117,118,2,117,0.000012
237,"[anonymous], conservation assessm",,,116,118,2,116,0.000012
18064,"packer c, 2011, conserv biol, v25, p142, doi 10.1111/j.1523-1739.2010.01576.x",,,116,118,2,116,0.000012
7234,"evelyn ob, 2003, int forest rev, v5, p354, doi 10.1505/ifor.5.4.354.22659",,,115,119,2,115,0.000012
12544,"kennedy cm, 2010, biol conserv, v143, p2136, doi 10.1016/j.biocon.2010.05.025",,,115,119,2,115,0.000012
12546,"kennedy cm, 2011, ecol appl, v21, p1837, doi 10.1890/10-1044.1",,,115,119,2,115,0.000012
19486,"raffaele h., 1998, guide birds w indies",,,115,119,2,115,0.000012
4943,"conn pb, 2015, ecol monogr, v85, p235, doi 10.1890/14-0959.1",,,114,117,2,114,0.000012
4985,"connors bm, 2014, p roy soc b-biol sci, v281, doi 10.1098/rspb.2013.2935",,,114,116,2,114,0.000012
8779,"gibbs jp, 1998, bioscience, v48, p935, doi 10.2307/1313297",,,114,115,2,114,0.000012
9669,"gutzwiller kj, 1994, auk, v111, p28, doi 10.2307/4088502",,,113,117,2,113,0.000012
12214,"kangas k, 2010, ecol appl, v20, p1775, doi 10.1890/09-0399.1",,,113,117,2,113,0.000012
16261,"miller jr, 2000, landscape urban plan, v50, p227, doi 10.1016/s0169-2046(00)00091-8",,,113,117,2,113,0.000012
16284,"miller sg, 1998, ecol appl, v8, p162, doi 10.1890/1051-0761(1998)008[0162:iortob]2.0.co;2",,,113,117,2,113,0.000012
2606,"blaustein ar, 1990, trends ecol evol, v5, p203, doi 10.1016/0169-5347(90)90129-2",,,109,113,2,109,0.000012
8513,"gaston kj, 1997, j anim ecol, v66, p579, doi 10.2307/5951",,,109,112,2,109,0.000012
21898,"shirose lj, 1997, herpetologica, v53, p312",,,109,113,2,109,0.000012
4260,"chabreck r.h., 1963, p ann c se ass game, v17, p47",,,108,114,2,108,0.000012
5549,"da silveira r, 1997, j herpetol, v31, p514",,,108,114,2,108,0.000012
25433,"wente wendy h., 2005, alytes (paris), v22, p95",,,105,107,2,105,0.000012
10306,"hebblewhite m, 2011, biol conserv, v144, p2403, doi 10.1016/j.biocon.2011.03.020",,,104,104,2,104,0.000012
5548,"da silva mx, 2018, j nat conserv, v41, p51, doi 10.1016/j.jnc.2017.11.001",,,103,104,2,103,0.000012
15909,"mduma sar, 1999, j anim ecol, v68, p1101, doi 10.1046/j.1365-2656.1999.00352.x",,,99,100,2,99,0.000012
10010,"harebottle dm, 2007, so african bird atla",,,97,101,2,97,0.000012
21188,"saunders sp, 2019, condor, v121, doi 10.1093/condor/duz024",,,96,97,2,96,0.000012
16741,"morrison m.l., 1992, wildlife habitat rel",,,95,98,2,95,0.000012
20719,"royle ja, 2008, j agr biol envir st, v13, p23, doi 10.1198/108571108x273188",,,95,97,2,95,0.000012
14702,"lyra-jorge mc, 2008, eur j wildlife res, v54, p739, doi 10.1007/s10344-008-0205-8",,,93,93,2,93,0.000012
12826,"kittle am, 2016, mov ecol, v4, doi 10.1186/s40462-016-0082-9",,,92,92,2,92,0.000012
12105,"julliard r, 2004, global change biol, v10, p148, doi 10.1111/j.1365-2486.2003.00723.x",,,91,92,2,91,0.000012
2419,"bilenca dn, 2007, agr ecosyst environ, v121, p371, doi 10.1016/j.agee.2006.11.014",,,90,92,2,90,0.000012
15933,"medan d, 2011, biodivers conserv, v20, p3077, doi 10.1007/s10531-011-0118-9",,,90,92,2,90,0.000012
24029,"trenham pc, 2001, ecology, v82, p3519, doi 10.1890/0012-9658(2001)082[3519:sadaid]2.0.co;2",,,90,91,2,90,0.000012
7781,"fleishman erica, 1997, holarctic lepidoptera, v4, p1",,,89,91,2,89,0.000012
12683,"kierulff mc, 2014, ciencia ambiente, v49, p7",,,83,85,2,83,0.000012
16533,"monette r, 1983, b torrey bot club, v110, p80, doi 10.2307/2996522",,,81,85,2,81,0.000012
24986,"walankiewicz wieslaw, 1997, acta ornithologica (warsaw), v32, p201",,,81,82,2,81,0.000012
25275,"weakley a.s., 2012, flora of virginia",,,81,85,2,81,0.000012
1863,"bayley pb, 2002, t am fish soc, v131, p435, doi 10.1577/1548-8659(2002)131<0435:ceoabe>2.0.co;2",,,80,82,2,80,0.000012
17754,"ogutu jo, 1998, afr j ecol, v36, p83, doi 10.1046/j.1365-2028.1998.113-89113.x",,,78,78,2,78,0.000012
19264,"pries aj, 2009, j mammal, v90, p841, doi 10.1644/08-mamm-a-098.1",,,71,72,2,71,0.000012
23280,"swilling wr, 1998, am midl nat, v140, p287, doi 10.1674/0003-0031(1998)140[0287:pdoabm]2.0.co;2",,,71,72,2,71,0.000012
19211,"prange s, 2004, j mammal, v85, p483, doi 10.1644/bos-121",,,327,332,2,327,0.000011
9684,"guzy jc, 2013, landscape urban plan, v117, p46, doi 10.1016/j.landurbplan.2013.04.011",,,231,303,3,231,0.000011
19381,"pyke graham h., 2000, australian zoologist, v31, p496",,,231,303,3,231,0.000011
8960,"glisson wj, 2015, wetlands, v35, p577, doi 10.1007/s13157-015-0648-0",,,229,290,3,229,0.000011
18063,"packer c, 2009, plos one, v4, doi 10.1371/journal.pone.0005941",,,213,235,3,213,0.000011
17876,"olsoy pj, 2016, biol conserv, v203, p8, doi 10.1016/j.biocon.2016.08.037",,,197,210,2,197,0.000011
19447,"rabelo rm, 2019, acta oecol, v97, p28, doi 10.1016/j.actao.2019.04.004",,,197,210,2,197,0.000011
23874,"tobler mw, 2013, biol conserv, v159, p109, doi 10.1016/j.biocon.2012.12.009",,,197,210,2,197,0.000011
20451,"rondinini c, 2011, philos t r soc b, v366, p2591, doi 10.1098/rstb.2011.0111",,,194,228,3,194,0.000011
22345,"smith tn, 2021, divers distrib, v27, p1152, doi 10.1111/ddi.13264",,,193,196,2,193,0.000011
18518,"penjor u, 2021, ecol indic, v121, doi 10.1016/j.ecolind.2020.107085",,,175,177,2,175,0.000011
6411,"dofps, 2015, count tig bhut rep n",,,170,178,2,170,0.000011
6514,"dorji s, 2018, conserv biol, v32, p1162, doi 10.1111/cobi.13115",,,170,178,2,170,0.000011
6515,"dorji s, 2019, biodivers conserv, v28, p3277, doi 10.1007/s10531-019-01821-9",,,170,178,2,170,0.000011
11831,"johansson o, 2016, biol conserv, v203, p1, doi 10.1016/j.biocon.2016.08.034",,,170,178,2,170,0.000011
3638,"burnham k. p., 1981, studies avian biol, v6, p324",,,168,201,3,168,0.000011
22297,"smith ja, 2020, j anim ecol, v89, p1997, doi 10.1111/1365-2656.13264",,,168,171,2,168,0.000011
17852,"olliff e. r. r., 2014, wild felid monitor, v7, p21",,,167,171,2,167,0.000011
3227,"broadley k, 2019, ecol evol, v9, p14031, doi 10.1002/ece3.5840",,,165,167,2,165,0.000011
65,"[anonymous], 1989, birds seward pennins",,,163,176,2,163,0.000011
9910,"handel cm, 2009, wilson j ornithol, v121, p528, doi 10.1676/08-067.1",,,163,176,2,163,0.000011
15488,"maune d. f, 2007, digital elevation mo, p99",,,163,176,2,163,0.000011
20871,"ruthrauff dr, 2007, npsakrswannrtr200702",,,163,176,2,163,0.000011
10859,"hollenbeck jp, 2013, wildlife soc b, v37, p256, doi 10.1002/wsb.252",,,162,170,2,162,0.000011
14118,"lindenmayer db, 2007, trends ecol evol, v22, p127, doi 10.1016/j.tree.2006.11.006",,,162,166,2,162,0.000011
17488,"norris ar, 2010, oikos, v119, p1126, doi 10.1111/j.1600-0706.2009.18122.x",,,162,170,2,162,0.000011
8576,"gehrt s. d., 2010, urban carnivores eco",,,159,163,2,159,0.000011
16493,"moll rj, 2019, j appl ecol, v56, p1289, doi 10.1111/1365-2664.13358",,,159,163,2,159,0.000011
20884,"rylands ab, 2005, conserv biol, v19, p612, doi 10.1111/j.1523-1739.2005.00711.x",,,156,158,2,156,0.000011
1305,"baber mj, 2003, oecologia, v136, p289, doi 10.1007/s00442-003-1251-2",,,153,158,2,153,0.000011
6870,"edwards s, 2016, j arid environ, v124, p304, doi 10.1016/j.jaridenv.2015.09.009",,,153,156,2,153,0.000011
16654,"moreira-arce d, 2016, forest ecol manag, v369, p135, doi 10.1016/j.foreco.2016.03.024",,,153,156,2,153,0.000011
1783,"batary p, 2011, p roy soc b-biol sci, v278, p1894, doi 10.1098/rspb.2010.1923",,,151,153,2,151,0.000011
25925,"winemiller ko, 1992, can j fish aquat sci, v49, p2196, doi 10.1139/f92-242",,,151,155,2,151,0.000011
921,"angel s, 2011, prog plann, v75, p53, doi 10.1016/j.progress.2011.04.001",,,150,154,2,150,0.000011
3605,"burgess nd, 2007, biol conserv, v134, p209, doi 10.1016/j.biocon.2006.08.015",,,150,195,3,150,0.000011
5924,"defries r, 2010, front ecol environ, v8, p153, doi 10.1890/080104",,,150,195,3,150,0.000011
20634,"rovero f, 2014, divers distrib, v20, p1438, doi 10.1111/ddi.12246",,,150,195,3,150,0.000011
22425,"soderstrom b, 2009, forest ecol manag, v257, p215, doi 10.1016/j.foreco.2008.08.030",,,150,157,2,150,0.000011
4675,"clavero m, 2005, trends ecol evol, v20, p110, doi 10.1016/j.tree.2005.01.003",,,148,151,2,148,0.000011
17025,"mysterud a, 1999, wildlife soc b, v27, p385",,,148,151,2,148,0.000011
9077,"gompper me, 2015, science, v347, p381, doi 10.1126/science.347.6220.382-b",,,144,148,2,144,0.000011
11094,"hudon j., 1999, birds n am",,,144,149,2,144,0.000011
19210,"prange s, 2004, can j zool, v82, p1804, doi 10.1139/z04-179",,,142,146,2,142,0.000011
22459,"sollmann r, 2011, biol conserv, v144, p1017, doi 10.1016/j.biocon.2010.12.011",,,142,144,2,142,0.000011
26271,"yang ht, 2018, mamm biol, v92, p120, doi 10.1016/j.mambio.2018.03.009",,,142,144,2,142,0.000011
2901,"boscolo d, 2009, landscape ecol, v24, p907, doi 10.1007/s10980-009-9370-8",,,141,144,2,141,0.000011
15478,"mattsson bj, 2013, plos one, v8, doi 10.1371/journal.pone.0055097",,,140,142,2,140,0.000011
22817,"steinmetz r, 2008, biotropica, v40, p344, doi 10.1111/j.1744-7429.2007.00367.x",,,140,142,2,140,0.000011
15324,"martinoli a, 2006, biodivers conserv, v15, p1729, doi 10.1007/s10531-004-5020-2",,,139,141,2,139,0.000011
16064,"meredith m., 2014, overlap estimates co",,,139,141,2,139,0.000011
19568,"ramesh t, 2016, forest ecol manag, v360, p20, doi 10.1016/j.foreco.2015.10.005",,,139,141,2,139,0.000011
5027,"conway cj, 1993, j wildlife manage, v57, p282, doi 10.2307/3809425",,,138,163,2,138,0.000011
6925,"ehrlich pr, 2008, p natl acad sci usa, v105, p11579, doi 10.1073/pnas.0801911105",,,138,140,2,138,0.000011
9233,"gow ea, 2013, wilson j ornithol, v125, p696, doi 10.1676/13-015.1",,,138,145,2,138,0.000011
12478,"kellner kf, 2022, j agr biol envir st, v27, p321, doi 10.1007/s13253-021-00482-y",,,138,145,2,138,0.000011
15649,"mcclure cjw, 2012, ecosphere, v3, doi 10.1890/es12-00034.1",,,138,145,2,138,0.000011
17314,"nice cc, 2019, global change biol, v25, p2127, doi 10.1111/gcb.14593",,,138,163,2,138,0.000011
20162,"roach ns, 2015, wetlands, v35, p1065, doi 10.1007/s13157-015-0695-6",,,138,163,2,138,0.000011
26288,"yates kl, 2018, trends ecol evol, v33, p790, doi 10.1016/j.tree.2018.08.001",,,138,163,2,138,0.000011
1554,"baraibar b, 2009, j appl ecol, v46, p380, doi 10.1111/j.1365-2664.2009.01614.x",,,137,141,2,137,0.000011
6899,"egan rs, 2004, wetlands, v24, p1, doi 10.1672/0277-5212(2004)024[0001:wpaobw]2.0.co;2",,,136,141,2,136,0.000011
19036,"polisar j, 2003, biol conserv, v109, p297, doi 10.1016/s0006-3207(02)00157-x",,,135,138,2,135,0.000011
22773,"steen da, 2012, reptile biodiversity, p287",,,134,137,2,134,0.000011
7195,"etnier d. a, 1993, fishes tennessee",,,133,138,2,133,0.000011
21832,"shea cp, 2015, river res appl, v31, p676, doi 10.1002/rra.2766",,,133,138,2,133,0.000011
15974,"meijaard e., 2017, ecology conservation",,,132,135,2,132,0.000011
86,"[anonymous], 1999, ecological methodolo",,,131,133,2,131,0.000011
10194,"hawes j, 2008, biol conserv, v141, p2262, doi 10.1016/j.biocon.2008.06.017",,,131,133,2,131,0.000011
21447,"schooley rl, 2007, ecosystems, v10, p846, doi 10.1007/s10021-007-9062-7",,,131,133,2,131,0.000011
9764,"haines am, 2006, oryx, v40, p90, doi 10.1017/s0030605306000044",,,130,134,2,130,0.000011
10123,"harveson pm, 2004, wildlife soc b, v32, p948, doi 10.2193/0091-7648(2004)032[0948:hubois]2.0.co;2",,,130,134,2,130,0.000011
21576,"seaman de, 1999, j wildlife manage, v63, p739, doi 10.2307/3802664",,,129,136,2,129,0.000011
22220,"sliwinski m, 2016, methods ecol evol, v7, p456, doi 10.1111/2041-210x.12506",,,129,131,2,129,0.000011
6742,"dunne t, 1978, water env planning",,,128,129,2,128,0.000011
7390,"farris z. j., 2012, small carnivore conservation, v47, p82",,,127,134,2,127,0.000011
9132,"goodman s.m., 2003, p1159",,,127,134,2,127,0.000011
367,"acevedo p, 2014, ecol indic, v36, p594, doi 10.1016/j.ecolind.2013.09.019",,,125,128,2,125,0.000011
2883,"boron v, 2020, oryx, v54, p554, doi 10.1017/s0030605318000327",,,124,126,2,124,0.000011
21366,"schmidt br, 2004, herpetol j, v14, p167",,,123,140,3,123,0.000011
16798,"mosser a, 2009, ecol lett, v12, p1050, doi 10.1111/j.1461-0248.2009.01359.x",,,122,123,2,122,0.000011
22815,"steinhorst rk, 1989, biometrics, v45, p415, doi 10.2307/2531486",,,122,127,2,122,0.000011
3098,"brandes ts, 2008, bird conserv int, v18, ps163, doi 10.1017/s0959270908000415",,,121,130,2,121,0.000011
6780,"durso am, 2015, j herpetol, v49, p503, doi 10.1670/15-49-04.1",,,120,122,2,120,0.000011
10627,"hill mo, 2012, methods ecol evol, v3, p195, doi 10.1111/j.2041-210x.2011.00146.x",,,120,121,2,120,0.000011
7216,"evans bs, 2015, ecology, v96, p1631, doi 10.1890/14-0171.1",,,119,120,2,119,0.000011
2024,"beissinger sr, 2016, trends ecol evol, v31, p736, doi 10.1016/j.tree.2016.07.009",,,118,120,2,118,0.000011
16249,"miller dl, 2019, j stat softw, v89, p1, doi 10.18637/jss.v089.i01",,,118,122,2,118,0.000011
18055,"pacifici k, 2012, methods ecol evol, v3, p721, doi 10.1111/j.2041-210x.2012.00201.x",,,117,121,2,117,0.000011
18535,"penteriani v, 2002, j zool, v257, p365, doi 10.1017/s0952836902000961",,,117,120,2,117,0.000011
17061,"naidoo r, 2020, conserv sci pract, v2, doi 10.1111/csp2.271",,,116,118,2,116,0.000011
7699,"fisher do, 2009, popul ecol, v51, p289, doi 10.1007/s10144-008-0122-4",,,115,122,2,115,0.000011
20933,"saenz d, 2006, herpetol monogr, v20, p64, doi 10.1655/0733-1347(2007)20[64:acoacp]2.0.co;2",,,114,116,2,114,0.000011
1475,"ball lc, 2005, j wildlife manage, v69, p894, doi 10.2193/0022-541x(2005)069[0894:aomate]2.0.co;2",,,112,119,3,112,0.000011
21631,"seghezzo l, 2011, j environ dev, v20, p251, doi 10.1177/1070496511416915",,,112,118,2,112,0.000011
15739,"mcgarigal k, 2002, ecol appl, v12, p335, doi 10.1890/1051-0761(2002)012[0335:ceoeat]2.0.co;2",,,111,114,2,111,0.000011
4143,"castellano mj, 2006, j arid environ, v66, p87, doi 10.1016/j.jaridenv.2005.10.016",,,110,112,2,110,0.000011
3137,"breck sw, 2019, sci rep-uk, v9, doi 10.1038/s41598-019-38543-5",,,108,108,2,108,0.000011
9560,"guelat j, 2018, methods ecol evol, v9, p1614, doi 10.1111/2041-210x.12983",,,108,110,2,108,0.000011
4760,"coates ps, 2016, p natl acad sci usa, v113, p12745, doi 10.1073/pnas.1606898113",,,107,109,2,107,0.000011
20796,"ruiz-olmo j, 2001, j zool, v253, p359, doi 10.1017/s0952836901000334",,,104,107,2,104,0.000011
13796,"lehtinen rm, 2001, am midl nat, v145, p388, doi 10.1674/0003-0031(2001)145[0388:corwba]2.0.co;2",,,102,103,2,102,0.000011
20117,"ripple wj, 2017, p natl acad sci usa, v114, p10678, doi 10.1073/pnas.1702078114",,,102,103,2,102,0.000011
4838,"collazo ja, 2001, avian conservation n",,,100,102,2,100,0.000011
18436,"pearson rr, 2003, j raptor res, v37, p265",,,100,102,2,100,0.000011
26109,"woodworth bl, 1997, condor, v99, p605, doi 10.2307/1370473",,,100,102,2,100,0.000011
21014,"salvatori v, 2002, wildlife biol, v8, p3, doi 10.2981/wlb.2002.002",,,98,102,2,98,0.000011
9347,"green aw, 2011, j appl ecol, v48, p1007, doi 10.1111/j.1365-2664.2011.01995.x",,,96,98,2,96,0.000011
18421,"pearl ca, 2006, west n am naturalist, v66, p397, doi 10.3398/1527-0904(2006)66[397:oorcoc]2.0.co;2",,,93,102,2,93,0.000011
25443,"werner j. k., 2004, amphibians reptiles",,,93,102,2,93,0.000011
9335,"gray tne, 2010, anim conserv, v13, p324, doi 10.1111/j.1469-1795.2010.00351.x",,,92,94,2,92,0.000011
9338,"gray tne, 2014, biodivers conserv, v23, p1541, doi 10.1007/s10531-014-0685-7",,,92,94,2,92,0.000011
7439,"fedosenko alexander k., 2005, mammalian species, p1",,,91,97,2,91,0.000011
17088,"namgail t, 2004, j zool, v262, p57, doi 10.1017/s0952836903004394",,,91,97,2,91,0.000011
22104,"singh nj, 2010, can j zool, v88, p436, doi 10.1139/z10-015",,,91,97,2,91,0.000011
25930,"wingard gj, 2011, j arid environ, v75, p138, doi 10.1016/j.jaridenv.2010.09.014",,,91,97,2,91,0.000011
7651,"fink d, 2010, ecol appl, v20, p2131, doi 10.1890/09-1340.1",,,69,69,2,69,0.000011
4225,"celeux g, 2006, bayesian anal, v1, p651, doi 10.1214/06-ba122",,,226,241,3,226,0.00001
15095,"maphisa dh, 2019, peerj, v7, doi 10.7717/peerj.6276",,,217,224,2,217,0.00001
5925,"defries rs, 1994, int j remote sens, v15, p3567, doi 10.1080/01431169408954345",,,193,198,2,193,0.00001
15525,"mazerolle m.j., 2017, r package, v281",,,185,189,2,185,0.00001
6744,"dunning j. b., 2008, crc hdb avian body m, v23, p73, doi [10.1017/s0963180113000479, doi 10.1017/s0963180113000479]",,,177,183,2,177,0.00001
20936,"saetersdal m, 2011, j appl ecol, v48, p1236, doi 10.1111/j.1365-2664.2011.02027.x",,,176,177,2,176,0.00001
13547,"larson rn, 2015, west n am naturalist, v75, p339, doi 10.3398/064.075.0311",,,168,175,2,168,0.00001
7440,"fedriani jm, 1999, oecologia, v121, p138, doi 10.1007/s004420050915",,,166,173,2,166,0.00001
16674,"moreno rs, 2006, j mammal, v87, p808, doi 10.1644/05-mamm-a-360r2.1",,,165,167,2,165,0.00001
10558,"hicke ja, 2012, forest ecol manag, v271, p81, doi 10.1016/j.foreco.2012.02.005",,,164,174,2,164,0.00001
13174,"kroll aj, 2012, j wildlife manage, v76, p1188, doi 10.1002/jwmg.353",,,164,174,2,164,0.00001
13269,"kurz wa, 2008, nature, v452, p987, doi 10.1038/nature06777",,,164,174,2,164,0.00001
3015,"boydston ee, 2003, anim conserv, v6, p207, doi 10.1017/s1367943003003263",,,163,171,2,163,0.00001
8166,"frishkoff lo, 2016, ecol lett, v19, p1081, doi 10.1111/ele.12645",,,163,166,2,163,0.00001
18179,"pangle wm, 2010, j mammal, v91, p154, doi [10.1644/08-mamm-a-359r.1 10.1644/08-mamm-a-359r.1.]",,,163,171,2,163,0.00001
9168,"gorman ot, 1978, ecology, v59, p507, doi 10.2307/1936581",,,160,169,2,160,0.00001
18721,"peterson jt, 1993, t am fish soc, v122, p199, doi 10.1577/1548-8659(1993)122<0199:crofie>2.3.co;2",,,160,169,2,160,0.00001
25339,"wehrly ke, 2003, t am fish soc, v132, p18, doi 10.1577/1548-8659(2003)132<0018:crvitr>2.0.co;2",,,160,169,2,160,0.00001
43,"[ usfws] united states fish and wildlife service, 2015, fed register, v80, p17974",,,157,162,2,157,0.00001
5065,"cook wm, 2002, ecol lett, v5, p619, doi 10.1046/j.1461-0248.2002.00366.x",,,157,160,2,157,0.00001
6799,"dzal y, 2011, biol letters, v7, p392, doi 10.1098/rsbl.2010.0859",,,157,162,2,157,0.00001
9337,"gray tne, 2012, biotropica, v44, p531, doi 10.1111/j.1744-7429.2011.00846.x",,,155,158,2,155,0.00001
10011,"harfoot mbj, 2021, nat ecol evol, v5, p1510, doi 10.1038/s41559-021-01542-9",,,154,156,2,154,0.00001
4663,"clarke kr, 1993, aust j ecol, v18, p117, doi 10.1111/j.1442-9993.1993.tb00438.x",,,153,167,2,153,0.00001
21214,"sax df, 2003, trends ecol evol, v18, p561, doi 10.1016/s0169-5347(03)00224-6",,,153,157,2,153,0.00001
25434,"wentworth ck, 1922, j geol, v30, p377, doi 10.1086/622910",,,153,167,2,153,0.00001
6261,"dickson bg, 2002, j wildlife manage, v66, p1235, doi 10.2307/3802956",,,152,154,2,152,0.00001
25846,"wilson cw, 1995, j wildlife manage, v59, p56, doi 10.2307/3809116",,,152,154,2,152,0.00001
25609,"wibisono ht, 2011, plos one, v6, doi 10.1371/journal.pone.0025931",,,149,150,2,149,0.00001
16820,"mount r.h., 1975, reptiles amphibians",,,147,160,3,147,0.00001
19033,"polis ga, 1992, trends ecol evol, v7, p151, doi 10.1016/0169-5347(92)90208-s",,,147,151,2,147,0.00001
2820,"bonney r, 2009, bioscience, v59, p977, doi 10.1525/bio.2009.59.11.9",,,146,150,2,146,0.00001
5294,"crawford ba, 2018, biol conserv, v222, p33, doi 10.1016/j.biocon.2018.03.023",,,144,148,2,144,0.00001
18047,"pace ml, 1999, trends ecol evol, v14, p483, doi 10.1016/s0169-5347(99)01723-1",,,143,150,2,143,0.00001
21084,"santika t, 2014, divers distrib, v20, p786, doi 10.1111/ddi.12189",,,143,148,2,143,0.00001
22412,"soares b, 2014, science, v344, p363, doi 10.1126/science.1246663",,,142,146,2,142,0.00001
15694,"mcdonald lyman l., 2004, p11",,,141,142,2,141,0.00001
23741,"thornton dh, 2015, wildlife res, v42, p394, doi 10.1071/wr15092",,,141,143,2,141,0.00001
4851,"collins bj, 2011, forest ecol manag, v261, p2168, doi 10.1016/j.foreco.2011.03.016",,,140,151,2,140,0.00001
17490,"norris ar, 2013, ibis, v155, p165, doi 10.1111/ibi.12005",,,140,151,2,140,0.00001
12482,"kelly d, 1994, trends ecol evol, v9, p465, doi 10.1016/0169-5347(94)90310-7",,,139,144,2,139,0.00001
23953,"torres rt, 2011, mamm biol, v76, p491, doi 10.1016/j.mambio.2010.10.013",,,139,143,2,139,0.00001
24839,"virgos e, 1998, can j zool, v76, p1294, doi 10.1139/cjz-76-7-1294",,,139,143,2,139,0.00001
8837,"gill de, 1978, ecol monogr, v48, p145, doi 10.2307/2937297",,,136,139,2,136,0.00001
18531,"penone c, 2016, p roy soc b-biol sci, v283, doi 10.1098/rspb.2016.1028",,,136,140,2,136,0.00001
20792,"ruiz-gutierrez v, 2016, methods ecol evol, v7, p900, doi 10.1111/2041-210x.12542",,,136,139,2,136,0.00001
24751,"verschuyl jp, 2008, ecol appl, v18, p1155, doi 10.1890/07-0839.1",,,136,140,2,136,0.00001
6228,"diaz s, 2001, trends ecol evol, v16, p646, doi 10.1016/s0169-5347(01)02283-2",,,132,141,2,132,0.00001
8294,"gagic v, 2015, p roy soc b-biol sci, v282, doi 10.1098/rspb.2014.2620",,,132,141,2,132,0.00001
14585,"luck gw, 2013, plos one, v8, doi 10.1371/journal.pone.0063671",,,132,141,2,132,0.00001
15374,"mason nwh, 2005, oikos, v111, p112, doi 10.1111/j.0030-1299.2005.13886.x",,,132,141,2,132,0.00001
16676,"moreno-mateos d, 2012, plos biol, v10, doi 10.1371/journal.pbio.1001247",,,132,134,2,132,0.00001
